Max,Min,Peak to Peak Range,Mean,Median,Variance,Skew,Kurtosis,Standard Deviation,Inter Quartile Range
2.5806069235731046,-1.5749916983758334,4.155598621948938,8.526512829121202e-17,-0.294445116178851,1.0020040080160328,0.9009000637134366,-0.0680977499791533,2.222383952446225,1.2363652483311438
1.7818870077400966,-1.2783847835885864,3.0602717913286828,-2.7711166694643907e-16,-0.1302900995660163,1.002004008016032,0.29604813987989115,-1.3987998580625343,0.9238977346791077,1.9431833064373683
1.7374391702349927,-1.4439265005876991,3.181365670822692,-3.073097332162433e-16,-0.1075004043065392,1.0020040080160315,0.21975422644048268,-1.439863871262466,1.3502080790626834,1.960582724671622
1.5992848585939223,-1.6152099975569287,3.214494856150851,2.220446049250313e-16,0.040541177381637636,1.002004008016032,0.006442694113749633,-1.4572416476117314,1.0725279953512312,1.9958093753278145
1.7484660780323333,-1.376256569726122,3.124722647758455,3.4994229736184936e-16,-0.11384063349187956,1.002004008016032,0.28797061463656654,-1.425034912031663,1.4465185053452017,1.9908706011063964
1.8344321854492789,-1.465369234798805,3.299801420248084,-6.821210263296962e-16,-0.11615648987088104,1.0020040080160308,0.22809004219669293,-1.3485430883725162,0.8553556515368977,1.9449231397748914
1.931789731145747,-1.50945171898663,3.4412414501323774,-6.465938895416912e-16,-0.04021240522757449,1.002004008016032,0.10724190672635878,-1.448443747644503,1.1017844576632798,2.021134283125728
1.6513691275540032,-1.3946192429632243,3.0459883705172275,-1.6342482922482304e-16,-0.06525558128917433,1.0020040080160317,0.16964145614382237,-1.4607646026498755,1.1222868266523995,2.030683746690115
1.7468213060225337,-1.4434343806134735,3.1902556866360072,3.836930773104541e-16,-0.05335849663261784,1.0020040080160313,0.1688510321604516,-1.4080303867942057,1.5099366785221293,1.9954180620059945
1.822384741337427,-1.5878154537377451,3.410200195075172,-8.597567102697212e-16,-0.039072797322959194,1.002004008016032,0.1751918174824561,-1.3595050306966847,1.3460786391161639,1.9495665393570034
1.7244176967610523,-1.3330242692908072,3.0574419660518597,1.758593271006248e-16,-0.06982966138618998,1.0020040080160328,0.25021435370231276,-1.4061998775365183,1.3168300114185278,1.988048786304802
1.854359970450608,-1.5941858423640969,3.4485458128147046,3.232969447708456e-16,-0.11861335709179556,1.002004008016032,0.22494206348459558,-1.3585678862469586,0.5262165750141917,1.8937502118527934
2.8919582457325377,-1.4253293647602112,4.317287610492749,-7.673861546209082e-16,-0.32284546733548225,1.0020040080160317,1.0860094477237638,0.3448448778742712,2.723926639055527,0.9853563701787316
1.7172236951797053,-1.1755179927847945,2.8927416879644996,-1.5276668818842153e-16,-0.3807714561699832,1.0020040080160322,0.38201985381092096,-1.5016388710810615,1.7704755957547664,2.0400687047610075
1.7396084415610646,-1.4275261872033296,3.167134628764394,-3.0553337637684306e-16,-0.15873902445865215,1.0020040080160315,0.20014903104695247,-1.4644930266537346,1.1378911859656957,1.9139071938766699
1.780985542580424,-1.2177477530866287,2.9987332956670527,-2.611244553918368e-16,-0.19494946876836028,1.0020040080160315,0.3292208659556822,-1.4178469803393043,1.0042370952763346,1.9545601770749632
1.5787563021234496,-1.2684335681076355,2.847189870231085,1.3322676295501878e-16,-0.1472785994539642,1.0020040080160328,0.15319062253021765,-1.5741230664500383,1.2125108827658697,2.0726514756219183
1.5930630866529978,-1.3833732014147413,2.976436288067739,-8.668621376273222e-16,-0.10019123790418079,1.0020040080160308,0.11017240399400278,-1.5908863775489288,1.078243975398004,2.0784326581960872
1.7549034247324098,-1.5849106518385383,3.3398140765709483,8.313350008393173e-16,-0.012527620848430655,1.0020040080160324,0.05869274925649387,-1.4822129490386349,1.0518164241572836,1.96709707295207
1.7798243458717697,-1.4370251707428767,3.2168495166146465,6.394884621840901e-17,-0.05417183306427152,1.0020040080160326,0.11161813677095442,-1.4878291102342502,1.024478943176734,2.039060915803316
1.7033836813513619,-1.5713280609445563,3.274711742295918,3.375077994860476e-16,-0.10939149729025022,1.0020040080160328,0.11634617845875209,-1.514112337301868,1.0336498256904896,1.9671721349378464
1.5617523316662545,-1.4534371894052585,3.015189521071513,-7.318590178329032e-16,-0.11644390395923185,1.0020040080160315,0.11298906281433237,-1.5497073022535672,0.9619714192620279,1.987075515427625
1.8450508193476032,-1.2680338395596862,3.1130846589072894,-2.486899575160351e-16,-0.22190598632216124,1.0020040080160315,0.3298712697198423,-1.4178181140737034,1.3136344310043806,1.925322362087012
1.855813445050337,-1.3946021232116983,3.250415568262035,1.6342482922482304e-16,-0.11867076261270751,1.0020040080160324,0.2378011780310489,-1.4049730546080417,1.2247623461823554,1.9563136709844708
1.9075652886061767,-1.4971634491047041,3.404728737710881,8.526512829121202e-17,-0.13536315285873254,1.0020040080160333,0.1931584755947841,-1.3581570578102158,1.0731852699765236,1.9276667305039008
3.680273665066914,-2.0374694418131782,5.717743106880093,-5.115907697472721e-16,-0.11971553462998513,1.0020040080160324,1.2749897104431511,2.4735578496428725,0.8197251664519039,0.8295067805788544
1.9160349304034012,-1.534991562646872,3.451026493050273,-1.9895196601282806e-16,-0.10088277654408137,1.002004008016032,0.22600110882972682,-1.1905025097499482,1.1242200485356202,1.723262980596017
1.577409182465777,-1.5532587405112421,3.130667922977019,4.547473508864641e-16,-0.020095533094753388,1.0020040080160315,0.02156897546564709,-1.4881825456877324,1.1671937254974576,2.0222029013917493
1.6863606036394072,-1.4297034466544576,3.116064050293865,2.042810365310288e-17,-0.03949302205890884,1.0020040080160324,0.10748808290666946,-1.4672763190753193,1.098474965346101,2.0290002546257186
1.6868097419333172,-1.3796662073902402,3.066475949323557,6.235012506294879e-16,-0.08214224446270948,1.0020040080160328,0.21422816773228126,-1.4390527366789196,1.1591149358775075,1.9802722468736549
1.7522600134855935,-1.3826430050473588,3.1349030185329525,-5.186961971048731e-16,-0.08156727862121094,1.0020040080160322,0.17393047693775224,-1.4245236239891939,1.2061397123308089,1.9185643641617878
1.767650926953759,-1.4174845352938232,3.1851354622475823,3.659295089164516e-16,-0.08793260105825959,1.002004008016033,0.1635301022461887,-1.4656843250854958,1.0301508858594761,1.9893612980473163
2.1174922973165633,-1.4655727009409414,3.5830649982575045,5.329070518200751e-16,-0.08212196436387642,1.0020040080160315,0.14203647592977323,-1.3585866393198076,1.2866026951324365,1.917753785417878
1.6434079048842885,-1.5442792208003033,3.187687125684592,-1.4566126083082054e-16,-0.06391441926036553,1.0020040080160328,0.12343833497613342,-1.4473033536838045,1.3678797943983647,1.962585778995215
1.49264936760044,-1.5607067656034748,3.0533561332039145,2.842170943040401e-17,0.010171797803726148,1.0020040080160322,-0.01511833728701568,-1.505550402090127,1.3775102570711655,2.038926856035802
1.3373616530673946,-1.6608065822549265,2.9981682353223214,4.618527782440651e-16,0.09653727215526828,1.0020040080160317,-0.19034697798163416,-1.4712606751698654,1.2445513198141698,2.0156166588648037
1.4569209088682271,-1.6179119467668774,3.074832855635105,-1.7763568394002506e-16,0.04465028915448867,1.0020040080160317,-0.14535146053956396,-1.4632178320859,1.063771974061931,2.024395526486051
2.286459579769819,-1.7701412030822465,4.056600782852065,7.744915819785092e-16,-0.2330413512331921,1.002004008016032,0.390723617542476,-0.8853861674223347,1.245674625397669,1.5735246329111865
1.8777964171854895,-1.520763655588214,3.3985600727737033,5.258016244624741e-16,-0.1401926335298986,1.002004008016032,0.20226418579170746,-1.3700178181645957,1.0047703477747754,1.9206000289809155
2.075625947603826,-1.6386649138112948,3.7142908614151207,-1.2647660696529783e-15,-0.13307028958581546,1.0020040080160322,0.22023149383987708,-1.19618684212704,0.7367239027440151,1.8237260685227121
1.9324242441730388,-1.5051813598968538,3.4376056040698924,-1.3145040611561853e-16,-0.15612490229774356,1.0020040080160324,0.22064100275326726,-1.3824625388814158,1.7986671644151946,1.9258949397707572
2.0094872670021573,-1.6316055085537056,3.6410927755558626,2.842170943040401e-17,-0.1068284365905877,1.0020040080160324,0.15194260192004586,-1.3229370990742584,0.6582993942003178,1.894242437727137
1.9788286186467527,-1.5028844329513598,3.4817130515981125,5.684341886080802e-17,-0.1594260651816363,1.0020040080160315,0.22846171608019414,-1.3231801307465798,1.0547002794449687,1.8834905704385578
1.8521981049389509,-1.503548241027588,3.355746345966539,7.105427357601002e-17,-0.21260444661527989,1.0020040080160326,0.28706863426454443,-1.3335721875159765,0.9927864383691463,1.8364794844800554
1.9453202935759955,-1.5067916758453104,3.452111969421306,3.1263880373444406e-16,-0.09122384596481736,1.0020040080160313,0.1809145590485153,-1.3224457630892852,0.889855487060578,1.8390684410046114
1.8904614685976169,-1.658388268580063,3.54884973717768,-7.460698725481052e-16,-0.15544179670422203,1.002004008016033,0.19801277664122396,-1.27154874577038,1.1944059219811956,1.7910379930154545
2.0936630681399047,-1.459227934185116,3.552891002325021,-4.760636329592672e-16,-0.18626911266892707,1.0020040080160324,0.32905083223007764,-1.2649725966398009,1.2276082140902453,1.8670590910440625
2.4912843305225163,-1.909331754871564,4.400616085394081,8.135714324453147e-16,-0.10965278732653272,1.0020040080160333,0.24001575899761332,-0.8511069270216693,1.7048925065573286,1.6616342852740074
2.163086241548653,-2.549359406927262,4.712445648475915,6.821210263296962e-16,-0.04961687842824343,1.0020040080160324,0.028631922167210513,-0.34813176859038997,0.7992737779620718,1.331741149545917
2.518815105784949,-1.8917520415476827,4.410567147332632,4.263256414560601e-16,0.030964560831992262,1.0020040080160326,0.31095422874603346,-0.2098608987119701,1.9910573253562824,1.1787315868290116
1.7982368259398356,-1.4650763358729741,3.2633131618128095,6.750155989720952e-17,-0.21221295013613045,1.002004008016032,0.26447265705978423,-1.4245481625323997,1.3332188892750714,1.9408048296069595
1.8620439606085508,-1.2302567114318785,3.0923006720404294,7.105427357601002e-18,-0.19610298411515187,1.0020040080160315,0.262877793670553,-1.4594462727105975,1.0525126649247702,2.027694411736776
1.8163569817226215,-1.2349586186530879,3.0513156003757094,3.907985046680551e-16,-0.17253649182577974,1.0020040080160328,0.3185238975452499,-1.4011575768549451,0.9119158807794671,1.9024455757511958
1.5212452244614858,-1.34121397634384,2.8624592008053256,-5.577760475716786e-16,-0.10155042298192099,1.002004008016031,0.10695489662160358,-1.5760286653798277,1.4597400881973852,2.04752622863982
1.6210531967810555,-1.312751186712506,2.9338043834935617,6.252776074688881e-16,-0.11608410244596534,1.002004008016033,0.16239019034842314,-1.5624893326567144,1.258356771566354,2.026493693281993
1.7447687949502215,-1.5295514430550963,3.274320238005318,-3.730349362740526e-17,-0.004138736808020238,1.0020040080160317,0.04056364380811573,-1.5378305368310474,0.5987543512966843,2.0424497778385358
1.4628230501033865,-1.4999807058065326,2.962803755909919,-1.5631940186722203e-16,0.044960067548815943,1.002004008016033,-0.026346906153886046,-1.5918277567968848,0.7005981513105228,2.034197294609804
1.5528219492540822,-1.5302150664733696,3.083037015727452,6.590283874174929e-16,0.13275394601443297,1.0020040080160317,-0.110649148298853,-1.5846917955939879,0.6625146464244277,2.0324619507774946
1.4693773636154444,-1.6263551944930286,3.095732558108473,-7.815970093361102e-17,0.29536839493747347,1.0020040080160324,-0.28235873783072196,-1.5364033007833964,1.2903973330179848,1.9680300026210276
1.423802599630236,-1.5668780974033476,2.9906806970335835,-5.586642259913788e-16,0.18189479952392332,1.0020040080160313,-0.1532377568632742,-1.5543889200116545,1.9690410663937183,1.955103955814192
1.6609852955218187,-1.5492295177998237,3.2102148133216426,1.7053025658242405e-16,-0.025064313568982276,1.002004008016032,0.022982485554542534,-1.5027511502620463,0.7731412150295898,2.0073844128735567
1.9756647327054955,-2.040785302772914,4.016450035478409,8.668621376273222e-16,0.02012619204717786,1.0020040080160317,-0.10122671263636834,-0.9156839091330244,0.8148287585499253,1.6197612100918963
3.2699135076269714,-1.3093753467981333,4.579288854425105,6.252776074688881e-16,-0.25460255011858957,1.0020040080160317,1.7690568539642904,2.550136173214488,2.2985705583602236,0.7381824095789705
5.046445925841194,-1.2135493474557368,6.259995273296931,2.6147972675971686e-15,-0.1863081616623966,1.002004008016032,4.045396341896466,16.335022319944077,1.9980864130437148,0.2905239334000234
2.7863106773566337,-1.9392784160856225,4.725589093442256,1.900701818158268e-16,-0.3729283239062958,1.002004008016031,1.058993014229535,0.28130413732000026,0.852042848921557,1.0811295661782991
2.461035927160285,-2.0551686575771737,4.516204584737459,7.478462293875054e-16,-0.23009107463494533,1.0020040080160326,0.7749999737332864,0.1895515520670279,1.682777798051785,0.9301206661942799
2.997547735523763,-1.9562011295536106,4.953748865077374,3.1263880373444406e-16,-0.18916393632501755,1.002004008016032,1.0695429384386885,1.2326830497837196,0.6887530916045813,1.0357382114891116
2.592696436317448,-1.9677535703649356,4.560450006682384,3.552713678800501e-17,-0.20929641006201277,1.0020040080160324,0.934662032066058,0.6210212671725874,0.8191231001755968,0.9128495255849214
3.537602984120555,-2.080743593705622,5.618346577826177,1.9895196601282806e-16,-0.1125625994260622,1.0020040080160322,0.6748857769590919,1.0183327154283615,1.5487059790021915,1.2100834677782744
2.2551315465074833,-2.73445466515294,4.9895862116604235,1.4210854715202004e-17,0.02741076200157753,1.0020040080160306,-0.1045030757726359,-0.7913824712382374,0.912011436459245,1.6066338382447483
3.32272527630335,-3.493245090572915,6.815970366876265,-2.842170943040401e-17,0.058908923361026516,1.0020040080160302,-0.49183249515212746,2.5373452011739324,1.9337202868710168,1.038863271016843
2.5547683439483047,-2.6001625083111493,5.154930852259454,-5.968558980384842e-16,-0.10157368617511298,1.0020040080160322,0.16109400789669492,0.14867349785030948,0.8589326428467543,1.1851739199596705
3.037013623768247,-3.234405732549092,6.271419356317338,-2.327027459614328e-16,0.010704472642080229,1.0020040080160326,0.02633638171997663,0.06547433894600241,1.189781008826764,1.3713255464214824
2.0738544697504553,-3.5287432429614585,5.602597712711914,-1.4210854715202004e-17,0.113043094060823,1.002004008016031,-0.9613567436363396,1.800793581074608,0.8326919148141337,1.2015140186534388
2.373060422747413,-2.247967805532033,4.621028228279446,1.0302869668521453e-16,-0.0131923494662323,1.0020040080160317,0.1600727115545725,-0.24049650233101394,1.0204309455432325,1.2829187161551079
2.6347742918075596,-2.129546266593065,4.764320558400625,1.6484591469634325e-15,-0.25694260361903387,1.002004008016032,0.5974404694112461,-0.4142933672186988,0.8950266013794694,1.4560190638302044
2.2931629790449177,-3.1864062659189996,5.479569244963917,2.4868995751603507e-17,0.05264699234017513,1.0020040080160324,-0.577962250649676,0.5318246609576662,1.3514683944277057,1.2841763695664592
1.691594656053714,-1.84547332421543,3.537067980269144,3.694822225952521e-16,0.27386535775172477,1.002004008016032,-0.5238217754627844,-0.9765401697673601,0.9623803588586771,1.4391872749249892
2.906252325272881,-1.4709064047722247,4.377158730045106,1.1084466677857563e-15,-0.06390353950701505,1.0020040080160326,1.2081552234053115,1.0689099550080168,0.7771676553419652,1.1002584682995298
2.044666116714587,-2.278694248829082,4.323360365543669,1.0089706847793422e-15,-0.11547989706001967,1.0020040080160315,-0.20116179053052233,-0.30152996767050455,1.8228664194788935,1.3806804650220124
3.0261890371517604,-2.238289843761851,5.264478880913611,4.263256414560601e-16,-0.2279991123653393,1.0020040080160317,0.8347957488110329,0.85103458265178,1.3637639849048846,1.1466227841765464
2.1053813611102723,-2.7712393745644532,4.8766207356747255,-4.3431924723336123e-16,0.058141433505425354,1.0020040080160324,-0.611639425697903,-0.039876640675668984,0.8854542710307259,1.4511243025274703
1.5610491214903877,-2.485910364936569,4.046959486426957,2.984279490192421e-16,0.1728306301343917,1.0020040080160313,-0.8065282852250435,-0.013728579692610321,0.9588553598353038,1.1240687005027237
2.4959512362621545,-2.472370524414018,4.968321760676172,-3.552713678800501e-16,-0.09152010320509107,1.0020040080160315,0.03122436069580599,-0.14898761261276583,1.3710869929739642,1.2430860818476313
2.579407630898604,-2.456036654212616,5.03544428511122,8.704148513061228e-17,-0.052094963198310765,1.002004008016032,-0.16225947832871665,0.4737496498082976,0.9180671076157031,1.1023585926391095
2.5950491375349936,-2.4755406513378437,5.070589788872837,5.684341886080802e-17,-0.017240648656910277,1.002004008016032,0.014787890953165659,-0.1841765518430547,0.9347849649283643,1.3514819493708403
1.5135873073333246,-3.156914195831417,4.670501503164742,-4.103384299014579e-16,0.03692925083851195,1.002004008016032,-0.7023141958685831,0.10096349114345227,0.9587116469098867,1.4448338505308826
1.9206377886319606,-2.7935011292837992,4.71413891791576,3.552713678800501e-16,0.07828004941992944,1.0020040080160317,-0.6006332666984505,0.35467402851596797,1.316904115408942,1.0543448746881179
1.6451385694304599,-2.0916950244439674,3.7368335938744273,-2.2737367544323206e-16,0.151908433279478,1.0020040080160322,-0.2915434612599682,-1.1149188902629523,1.040488725198423,1.7118870205811674
2.6832268543768962,-2.006130956482523,4.68935781085942,-5.684341886080802e-16,-0.03782701425395952,1.0020040080160322,-0.0030870641902115744,-0.6041630882202766,0.6645259248001573,1.6866193406769918
2.9028724313091763,-2.5851169616976617,5.487989393006838,-2.5579538487363605e-16,-0.13488851626835674,1.002004008016031,0.09246466154368567,0.4018106702605868,1.0350691447740108,1.321200015498251
2.6586372605540007,-2.6827312209673164,5.341368481521317,-3.694822225952521e-16,0.05662559183705764,1.002004008016032,-0.22748038620012645,0.4193475527797865,1.2034619304999614,1.1006804118457092
1.756451076067123,-2.1578664899862714,3.9143175660533944,-1.4210854715202004e-17,-0.08015217957079057,1.0020040080160322,-0.3092019012656907,-0.5713702629887041,1.646838925638259,1.2572323104208503
1.748204908950621,-2.3769647280263375,4.125169636976959,-2.415845301584341e-16,0.012858589235894221,1.002004008016033,-0.35011064528105296,-0.5424864906191353,1.1538421688179066,1.3607328563744923
2.322286359806265,-2.536808851569341,4.859095211375606,-1.9895196601282806e-16,0.08062667565210538,1.0020040080160322,-0.35376352605505135,-0.27587334597260504,0.9380912316273565,1.5215375376314806
2.015604663777002,-2.0275121893463246,4.043116853123326,-1.7053025658242405e-16,-0.26616007613334886,1.0020040080160324,0.3822850347917587,-0.792035802006466,1.046845201452462,1.3904576922689307
2.989676309273928,-1.8568366262307014,4.846512935504629,9.663381206337363e-16,-0.2958412123671249,1.002004008016032,1.4710600078484037,1.9138531326051882,1.7465343839891754,0.7106614642775756
3.686235181354831,-2.493587337198262,6.1798225185530935,1.3358203432289884e-15,-0.22106169354301608,1.0020040080160326,0.998522683241814,2.476102754204121,1.247574513740407,0.9277020313234721
3.0075167012163475,-1.1739173494648794,4.181434050681227,4.547473508864641e-16,-0.4496698353518862,1.0020040080160324,1.3531811316652955,0.604383149216011,1.752614035569494,1.143046103370188
2.695058282166828,-2.0645547902424726,4.759613072409301,3.1263880373444406e-16,-0.02060583722921444,1.0020040080160324,0.2043137731721997,-0.42186215777867053,1.1670555311279442,1.5633368803748202
3.3328487402883975,-2.420625758911109,5.753474499199506,9.130474154517288e-16,-0.015080417186763881,1.002004008016033,0.2552121255501132,0.4934644296764894,1.3995248665526592,1.2297919577236893
2.12809711180967,-2.28635830790637,4.41445541971604,6.110667527536861e-16,0.187705051562616,1.0020040080160322,-0.3506292746704624,-0.6166022898189256,1.5463835363480465,1.5510101761458563
2.5161747995457873,-2.546414559443712,5.0625893589894995,4.263256414560601e-16,-0.007098374130465776,1.0020040080160324,-0.15051492971826463,-0.1627010029720246,1.0398320733034618,1.3450247757235865
2.067030811611297,-2.7598282796947355,4.826859091306033,5.329070518200751e-16,0.27815727183171074,1.002004008016032,-0.537821479398144,-0.28591247478106885,0.7343577038191432,1.506266884399122
1.8884122681015971,-2.215306480254622,4.1037187483562185,-1.3500311979441903e-16,-0.11178230495089374,1.0020040080160322,0.0792904127170541,-1.0376123009516756,0.7276890662387548,1.6845009278194918
2.8579378553437054,-2.6850301576804396,5.542968013024145,4.263256414560601e-16,0.053510616831084115,1.002004008016033,-0.0779071841708947,0.1903633780009173,1.4020496764927917,1.290173682592009
3.3948065475562115,-1.6173629066385673,5.012169454194779,-2.842170943040401e-16,-0.20687475093071345,1.0020040080160328,1.5952416805858516,2.8316938144644532,1.6786335260084968,0.8527972081817363
2.065110904307955,-2.45183316822416,4.516944072532115,-1.1812772982011666e-15,0.218863302784157,1.0020040080160315,-0.5120170002926896,-0.31847078149164787,0.9921621661081245,1.278333042006932
2.438839590648867,-2.267176018724646,4.706015609373512,9.094947017729283e-16,0.10718895951825122,1.0020040080160328,-0.18286753644261788,-0.41183811948783955,1.7846652368047002,1.2922004229536614
2.841745348024577,-1.9353827343159131,4.77712808234049,-8.810729923425242e-16,-0.21522365616150954,1.0020040080160317,0.7186890159107783,0.3422507979569045,0.678856275885287,1.1534079684212526
2.052637513197558,-2.4787540387306,4.531391551928158,-1.2789769243681802e-16,0.17880999808939993,1.0020040080160315,-0.4874292337262999,-0.5748138533548999,1.143385029626643,1.378622441741076
2.4189351935520644,-1.9375575705750918,4.3564927641271565,-4.9737991503207014e-17,-0.054592595622141,1.0020040080160333,0.3109807019541373,-0.39666743489963974,1.3685330388906236,1.2366934150503637
3.056923442734475,-1.0558747136259987,4.112798156360474,-2.5579538487363605e-16,-0.407301174105382,1.002004008016032,1.4185361213930798,1.2942205019809605,1.0399264586380004,1.175254748389426
2.2019546420907403,-1.5047869692339684,3.7067416113247087,-4.547473508864641e-16,-0.358319568468898,1.002004008016033,0.7846478054547942,-0.4707094455106984,1.3325393877265095,1.2687651572600505
2.9676844794735358,-1.586322749802909,4.554007229276445,2.2737367544323206e-16,-0.15523163081565072,1.0020040080160322,0.7622068418195981,0.17973561108121494,0.4763378824210588,1.2451472213894155
2.341465584235701,-2.0131739226267693,4.354639506862471,9.237055564881302e-17,0.018530470065160405,1.002004008016032,0.11277855453435591,-0.4351761020382354,1.0352137161076016,1.291200896333439
2.4079872689576667,-2.2072734399001925,4.615260708857859,-4.1211478674085813e-16,-0.015169273818333544,1.0020040080160315,-0.06998406925717318,-0.8032246119177229,1.6729129433907035,1.6587880658303238
